time,open_bid,high_bid,low_bid,close_bid,open_ask,high_ask,low_ask,close_ask
2021/2/3 10:49,1.36762,1.36766,1.36755,1.36765,1.36772,1.36776,1.36765,1.36775
2021/2/3 10:50,1.36765,1.36774,1.36763,1.36773,1.36775,1.36784,1.36773,1.36783
2021/2/3 10:51,1.36773,1.36775,1.36771,1.36774,1.36783,1.36785,1.36781,1.36784
2021/2/3 10:52,1.36774,1.36775,1.36771,1.36773,1.36784,1.36785,1.36781,1.36783
2021/2/3 10:53,1.36773,1.36773,1.36763,1.36763,1.36783,1.36783,1.36773,1.36773
2021/2/3 10:54,1.36763,1.36763,1.36752,1.36753,1.36773,1.36773,1.36762,1.36763
2021/2/3 10:55,1.36753,1.36765,1.36753,1.36765,1.36763,1.36775,1.36763,1.36775
2021/2/3 10:56,1.36765,1.36789,1.36764,1.36787,1.36775,1.36799,1.36774,1.36797
2021/2/3 10:57,1.36787,1.36799,1.36786,1.36786,1.36797,1.36809,1.36796,1.36796
2021/2/3 10:58,1.36786,1.36793,1.36784,1.36792,1.36796,1.36803,1.36794,1.36802
2021/2/3 10:59,1.36792,1.36792,1.36782,1.36782,1.36802,1.36802,1.36792,1.36792
2021/2/3 11:00,1.36782,1.36794,1.36776,1.36776,1.36792,1.36804,1.36786,1.36786
2021/2/3 11:01,1.36776,1.36776,1.36762,1.36763,1.36786,1.36786,1.36772,1.36773
2021/2/3 11:02,1.36763,1.36768,1.36758,1.36764,1.36773,1.36778,1.36768,1.36774
2021/2/3 11:03,1.36764,1.36766,1.36752,1.36763,1.36774,1.36776,1.36762,1.36773
2021/2/3 11:04,1.36763,1.36766,1.36757,1.36757,1.36773,1.36776,1.36767,1.36767
2021/2/3 11:05,1.36757,1.36784,1.36757,1.3678,1.36767,1.36794,1.36767,1.3679
2021/2/3 11:06,1.3678,1.36781,1.36763,1.36763,1.3679,1.36791,1.36773,1.36773
2021/2/3 11:07,1.36763,1.36765,1.3675,1.36758,1.36773,1.36775,1.3676,1.36768
2021/2/3 11:08,1.36758,1.36761,1.36756,1.36758,1.36768,1.36771,1.36766,1.36768
2021/2/3 11:09,1.36758,1.36776,1.36755,1.36776,1.36768,1.36786,1.36765,1.36786
2021/2/3 11:10,1.36776,1.36777,1.36762,1.36769,1.36786,1.36787,1.36772,1.36779
2021/2/3 11:11,1.36769,1.36773,1.36763,1.36765,1.36779,1.36783,1.36773,1.36775
2021/2/3 11:12,1.36765,1.36769,1.36762,1.36768,1.36775,1.36779,1.36772,1.36778
2021/2/3 11:13,1.36768,1.36771,1.36762,1.36771,1.36778,1.36781,1.36772,1.36781
2021/2/3 11:14,1.36771,1.36783,1.3677,1.36781,1.36781,1.36793,1.3678,1.36791
2021/2/3 11:15,1.36781,1.36785,1.36781,1.36784,1.36791,1.36795,1.36791,1.36794
2021/2/3 11:16,1.36784,1.36784,1.36772,1.36774,1.36794,1.36794,1.36782,1.36784
2021/2/3 11:17,1.36774,1.36786,1.36774,1.36786,1.36784,1.36796,1.36784,1.36796
